battery_id,day,voltage,temperature,cycle_count,depth_of_discharge,fast_charge_freq,capacity_pct,internal_resistance_mohm,ambient_temperature
BATT-006,294,344.0,31.14,537,64.21,0.535,84.02,63.58,28.35
BATT-006,295,344.4,31.91,538,66.35,0.498,83.96,61.29,29.32
BATT-006,296,343.52,30.19,541,58.24,0.633,83.91,63.64,29.07
BATT-006,297,344.95,31.49,542,59.66,0.482,83.86,62.38,31.12
BATT-006,298,345.12,31.84,544,63.87,0.545,83.8,65.19,29.7
BATT-006,299,345.25,34.61,546,56.64,0.594,83.75,62.81,31.54
BATT-006,300,343.99,30.41,548,57.92,0.695,83.69,64.02,28.26
BATT-006,301,343.42,33.7,549,55.62,0.566,83.64,63.02,29.95
BATT-006,302,344.53,31.65,551,56.99,0.547,83.58,65.5,29.19
BATT-006,303,345.64,32.11,553,59.96,0.588,83.53,62.88,28.24
BATT-006,304,344.27,33.68,555,54.74,0.4,83.48,64.64,30.01
BATT-006,305,344.56,36.31,557,61.39,0.47,83.43,64.2,32.75
BATT-006,306,343.99,30.21,559,61.38,0.536,83.37,64.08,28.9
BATT-006,307,343.76,32.56,561,58.59,0.509,83.32,64.0,30.03
BATT-006,308,344.67,32.02,562,54.71,0.438,83.27,63.2,28.29
BATT-006,309,344.04,30.89,564,60.3,0.635,83.21,61.38,28.1
BATT-006,310,344.43,32.22,566,56.64,0.587,83.16,65.13,29.15
BATT-006,311,344.49,30.82,568,59.95,0.578,83.11,63.66,29.7
BATT-006,312,344.35,34.24,570,66.26,0.511,83.06,65.42,29.8
BATT-006,313,344.5,31.84,571,52.15,0.573,83.0,64.69,30.12
BATT-006,314,343.35,28.54,573,72.71,0.608,82.94,65.64,28.02
BATT-006,315,343.28,31.77,575,59.23,0.545,82.89,65.35,29.6
BATT-006,316,343.96,31.4,577,62.14,0.602,82.84,62.17,31.34
BATT-006,317,343.96,30.02,578,55.15,0.503,82.78,65.35,28.59
BATT-006,318,343.54,35.22,580,66.52,0.574,82.73,64.5,30.14
BATT-006,319,344.13,33.3,582,58.92,0.658,82.68,66.09,31.16
BATT-006,320,344.64,30.69,584,57.31,0.665,82.62,65.62,29.6
BATT-006,321,344.85,33.87,586,56.22,0.673,82.56,65.73,31.33
BATT-006,322,345.01,30.21,588,58.06,0.589,82.51,64.95,28.59
BATT-006,323,342.81,35.63,589,62.18,0.569,82.46,64.41,32.25
BATT-006,324,342.91,33.15,591,60.71,0.53,82.4,65.0,31.52
BATT-006,325,343.59,33.89,594,59.43,0.422,82.34,63.73,31.11
BATT-006,326,343.87,34.13,596,55.4,0.459,82.29,65.03,32.76
BATT-006,327,343.59,35.75,598,55.06,0.553,82.23,64.26,30.64
BATT-006,328,343.32,33.28,600,56.9,0.558,82.18,64.38,30.26
BATT-006,329,343.5,35.67,602,62.43,0.679,82.13,66.02,33.3
BATT-006,330,344.11,36.28,604,63.64,0.672,82.08,66.54,34.06
BATT-006,331,342.64,32.27,606,64.45,0.511,82.02,66.07,30.31
BATT-006,332,345.56,32.99,608,59.66,0.632,81.97,65.71,31.24
BATT-006,333,343.69,34.76,609,61.97,0.528,81.91,65.35,33.03
BATT-006,334,344.49,35.6,611,58.66,0.621,81.86,66.08,31.41
BATT-006,335,343.17,34.44,613,49.22,0.631,81.8,65.67,32.48
BATT-006,336,344.07,33.2,615,58.37,0.666,81.75,66.53,32.81
BATT-006,337,343.68,32.21,617,57.42,0.527,81.7,65.16,30.86
BATT-006,338,344.26,35.84,618,53.44,0.648,81.64,67.49,32.39
BATT-006,339,343.4,34.08,620,56.27,0.417,81.59,66.31,31.82
BATT-006,340,344.78,32.44,621,60.48,0.67,81.53,67.36,30.06
BATT-006,341,342.33,34.15,623,52.87,0.564,81.49,67.96,30.46
BATT-006,342,344.26,32.77,625,55.41,0.566,81.43,67.5,31.03
BATT-006,343,343.58,36.62,627,68.96,0.403,81.37,68.07,33.47
BATT-006,344,342.65,35.43,629,50.05,0.535,81.32,65.3,33.58
BATT-006,345,345.01,36.42,631,58.57,0.675,81.27,66.96,33.33
BATT-006,346,344.91,35.05,632,52.67,0.532,81.23,68.64,32.93
BATT-006,347,341.75,35.23,634,55.16,0.623,81.17,68.15,32.95
BATT-006,348,343.53,36.15,636,58.48,0.569,81.11,69.59,32.81
BATT-006,349,343.93,36.34,638,53.74,0.651,81.06,69.55,33.08
BATT-006,350,343.7,35.59,640,63.11,0.582,81.0,68.25,33.24
BATT-006,351,344.54,32.53,641,67.78,0.492,80.94,67.8,30.49
BATT-006,352,344.36,35.59,643,64.72,0.571,80.89,67.19,31.48
BATT-006,353,343.5,34.29,645,65.82,0.694,80.83,67.77,31.19
BATT-006,354,345.09,36.58,646,51.39,0.606,80.77,67.94,34.46
BATT-006,355,344.0,37.21,648,58.21,0.557,80.72,67.86,35.35
BATT-006,356,342.95,33.22,650,62.47,0.747,80.66,67.64,29.68
BATT-006,357,342.77,37.98,652,64.9,0.659,80.61,69.05,35.35
BATT-006,358,344.19,35.55,655,70.19,0.632,80.56,70.44,33.2
BATT-006,359,342.54,37.29,657,66.08,0.592,80.5,69.78,34.66
BATT-006,360,342.83,36.82,659,65.05,0.625,80.45,68.62,33.97
BATT-006,361,342.94,37.89,661,75.47,0.627,80.38,70.07,35.43
BATT-006,362,343.4,37.38,662,60.25,0.392,80.33,69.51,33.66
BATT-006,363,342.94,35.14,664,57.94,0.598,80.27,69.22,31.37
BATT-006,364,342.02,36.37,666,60.73,0.554,80.21,69.26,33.32
BATT-006,365,343.99,38.21,668,54.18,0.526,80.16,69.26,34.32
BATT-007,1,350.31,39.55,2,69.09,0.623,99.94,36.67,35.17
BATT-007,2,350.96,44.3,4,62.25,0.747,99.88,36.61,38.88
BATT-007,3,348.63,39.06,6,83.1,0.684,99.81,35.88,36.37
BATT-007,4,350.47,41.49,9,74.4,0.608,99.75,35.55,37.89
BATT-007,5,350.68,39.91,11,68.65,0.532,99.68,37.5,37.0
BATT-007,6,350.61,40.16,13,59.59,0.533,99.61,35.9,38.1
BATT-007,7,349.52,40.15,16,61.04,0.632,99.55,36.93,37.05
BATT-007,8,350.23,42.25,18,71.44,0.601,99.49,38.07,36.61
BATT-007,9,349.18,41.56,20,58.78,0.542,99.42,37.06,37.97
BATT-007,10,349.54,45.87,22,58.97,0.656,99.36,35.34,40.13
BATT-007,11,348.92,41.91,24,67.01,0.593,99.3,35.21,36.06
BATT-007,12,349.12,44.48,26,67.76,0.657,99.23,36.27,37.72
BATT-007,13,349.52,42.26,28,69.24,0.511,99.17,37.39,36.59
BATT-007,14,349.29,43.55,30,64.32,0.669,99.1,37.25,37.43
BATT-007,15,349.06,40.89,33,72.48,0.63,99.04,39.12,36.8
BATT-007,16,348.6,37.56,34,61.79,0.685,98.97,37.47,33.56
BATT-007,17,351.19,40.63,36,70.72,0.668,98.91,36.81,36.57
BATT-007,18,349.2,42.2,39,68.24,0.583,98.85,36.13,38.43
BATT-007,19,349.84,39.77,41,70.56,0.576,98.78,38.56,35.85
BATT-007,20,348.14,42.96,43,74.05,0.732,98.72,37.49,38.45
BATT-007,21,350.62,40.7,45,64.23,0.566,98.66,36.1,37.4
BATT-007,22,349.64,39.29,47,62.99,0.649,98.59,37.75,36.91
BATT-007,23,349.13,42.75,50,56.83,0.559,98.53,36.84,38.62
BATT-007,24,349.12,41.42,51,54.85,0.441,98.47,37.52,38.34
BATT-007,25,350.14,41.19,54,65.9,0.491,98.41,38.06,38.02
BATT-007,26,347.06,42.59,56,66.31,0.622,98.34,37.26,38.97
BATT-007,27,348.74,41.21,58,60.44,0.646,98.29,37.78,37.82
BATT-007,28,349.28,39.98,60,61.73,0.622,98.22,37.65,35.11
BATT-007,29,349.25,40.66,63,76.1,0.681,98.15,37.8,37.07
BATT-007,30,351.33,39.91,65,72.21,0.621,98.08,37.63,34.99
BATT-007,31,349.03,42.71,67,59.39,0.527,98.01,38.28,38.74
BATT-007,32,350.07,42.83,69,64.31,0.637,97.95,37.98,39.16
BATT-007,33,350.71,43.21,71,69.4,0.603,97.89,39.57,39.29
BATT-007,34,349.78,41.14,73,63.2,0.543,97.83,39.29,38.67
BATT-007,35,348.68,43.54,75,62.11,0.627,97.77,40.39,39.44
BATT-007,36,348.17,40.3,77,64.93,0.596,97.7,41.21,35.68
BATT-007,37,349.77,42.7,79,73.5,0.541,97.64,40.11,37.94
BATT-007,38,350.47,38.45,81,74.05,0.575,97.58,40.0,36.04
BATT-007,39,349.57,39.92,83,62.55,0.703,97.52,40.4,37.68
BATT-007,40,350.09,43.92,86,69.72,0.7,97.45,40.24,40.69
BATT-007,41,351.16,45.11,88,66.92,0.605,97.38,39.95,39.96
BATT-007,42,349.73,43.35,90,60.91,0.594,97.33,39.97,39.37
BATT-007,43,348.16,41.14,92,65.18,0.475,97.27,39.08,38.15
BATT-007,44,349.06,39.3,94,59.37,0.727,97.2,41.07,36.99
BATT-007,45,350.09,41.89,96,73.94,0.672,97.13,40.32,38.81
BATT-007,46,348.77,43.26,98,76.27,0.65,97.07,41.91,40.24
BATT-007,47,350.15,43.94,100,64.5,0.408,97.0,41.5,39.24
BATT-007,48,348.88,41.07,103,63.07,0.593,96.94,40.07,36.3
BATT-007,49,349.17,41.59,105,73.29,0.579,96.87,42.06,38.88
BATT-007,50,348.6,40.42,107,74.26,0.644,96.81,38.37,35.9
BATT-007,51,348.99,44.43,109,60.27,0.553,96.74,42.98,40.02
BATT-007,52,349.01,40.4,111,66.07,0.571,96.69,39.81,37.82
BATT-007,53,347.53,40.75,113,66.61,0.639,96.63,41.76,37.07
BATT-007,54,348.44,44.28,115,62.34,0.528,96.56,41.8,40.17
BATT-007,55,347.79,43.75,117,69.28,0.544,96.5,42.62,39.82
BATT-007,56,348.42,41.43,119,62.76,0.605,96.43,41.28,39.37
BATT-007,57,348.09,46.25,121,63.72,0.697,96.36,39.59,42.35
BATT-007,58,349.52,44.46,124,66.35,0.654,96.3,41.51,40.06
BATT-007,59,349.5,43.52,126,58.03,0.676,96.24,41.74,38.17
BATT-007,60,349.11,43.05,128,54.62,0.595,96.18,40.01,39.96
BATT-007,61,347.63,42.0,131,72.47,0.709,96.11,42.23,38.79
BATT-007,62,348.54,44.71,133,62.52,0.45,96.05,41.22,41.15
BATT-007,63,347.52,43.76,135,79.77,0.751,95.99,43.06,39.7
BATT-007,64,348.45,43.75,137,78.79,0.762,95.92,42.29,39.89
BATT-007,65,349.07,41.55,139,63.92,0.626,95.86,44.6,37.18
BATT-007,66,349.32,42.11,141,80.99,0.656,95.79,42.5,39.47
BATT-007,67,348.88,43.48,143,72.59,0.586,95.73,43.31,39.32
BATT-007,68,349.49,40.92,145,63.09,0.573,95.67,42.77,37.9
BATT-007,69,348.67,42.75,147,51.47,0.541,95.61,41.47,39.13
BATT-007,70,348.25,45.62,149,71.09,0.586,95.54,43.01,40.14
BATT-007,71,349.12,41.87,151,67.15,0.634,95.48,44.08,39.51
BATT-007,72,349.12,40.91,153,69.55,0.623,95.42,44.04,37.42
BATT-007,73,347.95,41.64,155,65.59,0.748,95.35,43.26,39.15
BATT-007,74,348.65,42.8,157,60.1,0.598,95.29,42.21,38.88
BATT-007,75,348.1,44.71,159,64.4,0.47,95.23,44.42,39.89
BATT-007,76,346.7,43.69,161,71.2,0.721,95.17,44.29,39.75
BATT-007,77,348.64,42.67,164,64.83,0.492,95.11,44.84,39.03
BATT-007,78,347.23,44.08,166,64.8,0.545,95.05,43.83,38.98
BATT-007,79,348.51,43.87,168,57.84,0.611,94.99,42.52,39.78
BATT-007,80,346.99,45.72,170,67.51,0.623,94.92,44.86,41.14
BATT-007,81,347.62,44.6,172,60.29,0.474,94.86,44.43,40.12
BATT-007,82,347.83,42.74,174,72.47,0.53,94.8,45.95,41.85
BATT-007,83,349.12,45.12,176,62.56,0.471,94.73,44.7,41.43
BATT-007,84,347.7,44.67,179,65.19,0.639,94.66,44.75,41.98
BATT-007,85,347.25,44.74,181,79.94,0.684,94.59,45.34,41.8
BATT-007,86,348.37,47.34,183,65.12,0.492,94.52,44.45,42.1
BATT-007,87,347.89,41.42,186,64.32,0.669,94.46,44.51,38.03
BATT-007,88,348.67,46.4,188,70.47,0.664,94.4,45.17,40.74
BATT-007,89,347.21,43.96,190,56.25,0.537,94.33,44.46,41.6
BATT-007,90,348.16,44.56,192,74.46,0.431,94.27,45.27,41.88
BATT-007,91,349.95,43.15,194,72.92,0.504,94.21,47.55,38.62
BATT-007,92,347.76,44.19,196,70.11,0.542,94.15,46.77,40.77
BATT-007,93,348.08,43.96,198,46.7,0.713,94.09,46.13,39.89
BATT-007,94,346.58,46.2,200,65.4,0.58,94.03,47.49,42.55
BATT-007,95,347.2,41.32,202,59.32,0.509,93.96,45.23,37.69
BATT-007,96,348.23,42.08,205,73.7,0.601,93.9,48.66,38.62
BATT-007,97,347.58,40.99,207,73.28,0.486,93.83,45.83,37.05
BATT-007,98,348.31,44.38,209,69.29,0.631,93.77,48.4,39.98
BATT-007,99,348.14,48.53,212,59.74,0.511,93.71,48.5,43.15
BATT-007,100,346.72,43.24,214,75.93,0.523,93.64,44.87,39.68
BATT-007,101,348.56,43.26,216,65.39,0.62,93.58,48.21,39.89
BATT-007,102,346.74,43.79,218,77.79,0.73,93.52,46.57,40.55
BATT-007,103,347.1,44.77,220,68.55,0.765,93.45,46.41,39.54
BATT-007,104,347.87,44.7,222,70.0,0.506,93.39,47.61,40.25
BATT-007,105,348.92,42.14,225,64.2,0.542,93.33,46.19,40.27
BATT-007,106,346.84,40.22,227,75.4,0.631,93.26,47.82,38.4
BATT-007,107,347.74,42.44,229,70.61,0.683,93.2,46.49,39.51
BATT-007,108,347.72,44.74,231,75.62,0.416,93.13,47.73,40.75
BATT-007,109,348.1,44.74,233,68.03,0.596,93.06,49.01,41.01
BATT-007,110,348.5,45.82,235,66.68,0.551,93.0,48.17,41.54
BATT-007,111,347.21,43.67,237,70.53,0.436,92.94,47.54,40.08
BATT-007,112,348.31,45.25,240,75.62,0.483,92.87,48.56,40.08
BATT-007,113,348.55,45.19,242,73.06,0.544,92.81,46.73,40.65
BATT-007,114,348.89,42.45,244,67.79,0.594,92.74,47.41,38.61
BATT-007,115,347.84,43.43,246,55.82,0.67,92.68,47.93,38.52
BATT-007,116,347.54,41.38,248,71.82,0.618,92.62,49.26,39.26
BATT-007,117,347.02,41.19,250,58.33,0.665,92.56,48.99,37.51
BATT-007,118,346.21,43.91,252,67.17,0.592,92.5,49.23,40.0
BATT-007,119,347.13,45.3,254,66.27,0.533,92.44,48.78,40.94
BATT-007,120,347.42,40.32,256,58.45,0.575,92.37,48.12,38.27
BATT-007,121,347.22,43.46,258,69.19,0.645,92.31,50.52,39.95
BATT-007,122,347.77,42.49,260,79.89,0.672,92.25,48.44,38.32
BATT-007,123,346.1,41.95,263,65.08,0.578,92.19,49.67,37.71
BATT-007,124,347.1,47.23,265,71.56,0.515,92.13,49.24,42.28
BATT-007,125,348.82,42.18,267,81.09,0.616,92.06,50.05,37.66
BATT-007,126,347.99,40.91,269,72.14,0.628,91.99,49.0,37.2
BATT-007,127,347.67,43.85,271,63.09,0.688,91.93,50.77,39.41
BATT-007,128,347.46,43.01,273,68.38,0.535,91.86,51.21,39.45
BATT-007,129,346.84,43.92,275,69.84,0.536,91.8,50.94,40.01
BATT-007,130,345.7,46.53,277,75.56,0.65,91.73,50.23,41.97
BATT-007,131,347.45,41.48,280,74.24,0.557,91.67,49.75,37.76
BATT-007,132,345.1,42.14,282,50.34,0.554,91.6,53.12,38.01
BATT-007,133,346.78,45.97,284,61.82,0.69,91.54,49.43,41.25
BATT-007,134,347.01,44.68,286,66.54,0.48,91.47,51.41,40.2
BATT-007,135,346.64,44.94,288,60.87,0.754,91.41,50.98,39.94
BATT-007,136,348.71,43.91,290,44.76,0.54,91.36,50.67,37.81
BATT-007,137,348.42,44.81,293,62.61,0.659,91.3,51.03,40.34
BATT-007,138,347.76,43.11,295,66.94,0.581,91.24,50.45,39.81
BATT-007,139,346.17,43.11,297,63.81,0.611,91.17,51.51,38.84
BATT-007,140,348.42,41.86,299,60.98,0.568,91.11,51.51,37.63
BATT-007,141,347.36,42.99,301,67.21,0.658,91.04,53.99,38.61
BATT-007,142,346.09,46.13,303,69.02,0.562,90.97,52.51,40.87
BATT-007,143,346.84,38.79,305,64.15,0.544,90.91,52.07,36.71
BATT-007,144,347.56,42.37,307,75.19,0.735,90.84,52.25,37.09
BATT-007,145,346.29,42.91,309,67.31,0.592,90.77,53.64,37.3
BATT-007,146,346.86,41.9,311,61.73,0.535,90.71,50.93,37.57
BATT-007,147,346.98,42.46,313,60.21,0.47,90.65,51.83,38.11
BATT-007,148,345.83,43.04,315,65.68,0.739,90.59,50.21,39.51
BATT-007,149,346.47,42.48,317,73.64,0.545,90.53,52.79,38.71
BATT-007,150,345.84,42.51,319,62.02,0.754,90.47,53.19,38.05
BATT-007,151,347.34,42.72,321,70.54,0.621,90.4,51.47,38.32
BATT-007,152,345.89,43.26,324,67.53,0.601,90.34,54.01,38.78
BATT-007,153,346.83,39.65,326,78.92,0.603,90.27,51.98,35.26
BATT-007,154,345.46,43.99,328,69.3,0.767,90.21,52.47,39.33
BATT-007,155,345.65,40.98,330,62.77,0.414,90.15,53.03,36.42
BATT-007,156,345.59,39.68,332,71.38,0.607,90.09,54.61,36.94
BATT-007,157,346.28,42.65,335,71.58,0.568,90.03,52.28,38.05
BATT-007,158,346.63,42.99,337,64.58,0.572,89.97,53.53,37.37
BATT-007,159,346.76,41.89,339,59.98,0.601,89.91,54.13,38.15
BATT-007,160,345.03,42.83,341,70.18,0.568,89.84,54.05,37.57
BATT-007,161,346.29,39.7,343,67.34,0.605,89.77,54.2,36.86
BATT-007,162,345.8,43.25,345,57.86,0.588,89.72,54.46,39.52
BATT-007,163,346.81,41.35,347,68.49,0.484,89.65,53.25,38.22
BATT-007,164,346.14,42.69,350,63.14,0.62,89.59,55.62,37.55
BATT-007,165,346.27,43.48,352,57.87,0.647,89.52,53.94,38.07
BATT-007,166,345.71,39.57,354,64.85,0.546,89.45,53.92,35.91
BATT-007,167,347.67,45.1,356,74.66,0.739,89.39,55.62,40.16
BATT-007,168,345.24,40.62,358,74.21,0.696,89.33,53.76,35.2
BATT-007,169,345.92,40.67,361,72.64,0.657,89.26,54.83,36.94
BATT-007,170,346.31,40.17,362,68.58,0.656,89.2,53.9,36.27
BATT-007,171,346.0,40.65,364,70.53,0.592,89.14,57.26,36.15
BATT-007,172,345.56,38.81,366,67.55,0.681,89.07,57.16,35.88
BATT-007,173,344.71,39.22,368,60.33,0.715,89.01,54.85,35.34
BATT-007,174,345.58,44.12,370,61.53,0.654,88.95,55.59,38.21
BATT-007,175,345.34,37.82,372,63.32,0.544,88.89,55.19,34.56
BATT-007,176,347.43,42.39,375,75.37,0.586,88.82,54.96,37.77
BATT-007,177,347.88,41.49,377,73.42,0.635,88.76,55.55,37.2
BATT-007,178,346.0,39.19,379,60.48,0.657,88.69,55.5,35.59
BATT-007,179,344.9,40.87,381,67.28,0.583,88.63,54.14,36.89
BATT-007,180,346.59,41.3,383,64.54,0.544,88.56,56.05,35.78
BATT-007,181,345.19,38.62,385,66.03,0.716,88.49,55.86,34.3
BATT-007,182,345.51,38.72,388,63.74,0.504,88.43,56.33,34.25
BATT-007,183,345.42,42.16,390,75.39,0.514,88.36,56.06,36.8
BATT-007,184,345.5,40.13,392,66.85,0.483,88.3,55.89,36.65
BATT-007,185,345.6,38.76,394,68.26,0.514,88.23,57.25,36.04
BATT-007,186,344.81,40.55,396,68.31,0.689,88.16,57.02,35.02
BATT-007,187,345.27,39.15,398,60.79,0.692,88.1,58.0,35.25
BATT-007,188,346.63,39.64,400,67.61,0.584,88.04,57.21,34.98
BATT-007,189,345.76,35.78,403,73.33,0.629,87.97,56.64,32.78
BATT-007,190,345.87,39.58,404,75.8,0.589,87.91,57.56,35.42
BATT-007,191,343.96,38.72,407,60.07,0.494,87.85,55.07,36.05
BATT-007,192,346.48,39.13,409,57.85,0.767,87.79,59.27,35.3
BATT-007,193,345.16,40.9,411,67.33,0.699,87.73,57.54,37.78
BATT-007,194,346.58,36.44,413,73.62,0.618,87.67,59.56,33.55
BATT-007,195,345.79,37.46,415,69.12,0.521,87.61,56.62,34.0
BATT-007,196,345.19,36.6,417,71.04,0.572,87.54,56.49,35.12
BATT-007,197,344.28,37.83,419,58.8,0.534,87.48,58.09,35.22
BATT-007,198,347.33,36.49,421,63.53,0.597,87.41,58.21,31.94
BATT-007,199,346.22,39.74,423,53.78,0.614,87.35,58.29,35.63
BATT-007,200,346.24,37.72,425,66.1,0.562,87.29,58.25,35.03
BATT-007,201,346.99,35.73,428,53.97,0.473,87.23,57.54,31.41
BATT-007,202,345.69,37.24,430,74.96,0.76,87.17,56.8,34.35
BATT-007,203,346.57,37.74,432,76.29,0.609,87.1,58.69,33.25
BATT-007,204,345.08,37.37,434,67.8,0.626,87.03,57.24,33.72
BATT-007,205,346.03,35.76,436,57.88,0.556,86.97,57.26,32.33
BATT-007,206,344.91,38.57,439,69.21,0.465,86.9,58.38,34.89
BATT-007,207,344.99,43.17,440,78.11,0.583,86.84,59.31,36.85
BATT-007,208,345.45,37.55,442,69.81,0.564,86.77,60.99,34.54
BATT-007,209,344.33,34.83,444,74.07,0.646,86.7,60.1,30.84
BATT-007,210,345.59,38.99,446,64.05,0.662,86.64,60.67,34.45
BATT-007,211,345.05,36.47,448,61.73,0.651,86.58,60.0,33.66
BATT-007,212,343.69,34.41,451,66.53,0.669,86.52,59.82,32.24
BATT-007,213,344.89,37.53,453,55.4,0.734,86.45,62.08,34.36
BATT-007,214,344.96,39.62,455,80.54,0.621,86.39,58.36,35.09
BATT-007,215,345.9,36.14,457,67.8,0.677,86.33,59.39,32.71
BATT-007,216,345.42,34.72,459,72.16,0.629,86.27,59.57,31.19
BATT-007,217,346.33,35.26,461,64.19,0.437,86.2,60.91,30.58
BATT-007,218,345.56,35.5,464,57.7,0.577,86.14,59.16,32.54
BATT-007,219,344.68,36.93,466,75.51,0.52,86.07,61.03,33.25
BATT-007,220,345.05,34.91,468,60.22,0.608,86.0,60.96,32.65
BATT-007,221,344.8,36.43,470,69.05,0.526,85.94,61.31,32.35
BATT-007,222,345.45,38.16,472,69.62,0.638,85.87,61.41,34.17
BATT-007,223,345.08,38.52,474,67.4,0.668,85.81,62.27,33.96
BATT-007,224,344.51,36.13,477,62.25,0.686,85.74,60.8,33.51
BATT-007,225,344.99,37.96,478,66.06,0.719,85.68,61.49,34.38
BATT-007,226,345.34,34.61,481,61.26,0.455,85.62,60.34,32.12
BATT-007,227,344.14,34.93,483,71.81,0.494,85.55,60.23,31.41
BATT-007,228,345.18,37.47,485,70.39,0.824,85.49,63.07,32.22
BATT-007,229,343.64,35.51,487,66.83,0.67,85.43,60.6,32.07
BATT-007,230,345.76,32.23,489,63.55,0.607,85.37,62.16,29.83
BATT-007,231,345.28,35.13,491,79.6,0.592,85.31,62.17,32.04
BATT-007,232,346.14,36.63,494,59.15,0.585,85.24,62.93,34.47
BATT-007,233,343.92,36.44,496,57.69,0.435,85.18,60.21,33.97
BATT-007,234,345.69,37.95,498,66.47,0.528,85.11,62.89,33.51
BATT-007,235,345.51,35.2,500,65.41,0.581,85.05,62.05,32.88
BATT-007,236,344.6,38.89,502,73.55,0.532,84.98,61.62,34.81
BATT-007,237,344.42,34.79,504,70.84,0.543,84.91,62.1,31.0
BATT-007,238,343.83,34.34,506,67.14,0.794,84.84,63.5,31.11
BATT-007,239,343.6,38.19,508,69.96,0.569,84.78,63.32,34.2
BATT-007,240,344.05,35.34,510,69.85,0.612,84.71,62.58,32.52
BATT-007,241,343.62,36.03,512,79.58,0.609,84.65,61.69,31.43
BATT-007,242,345.88,36.29,514,68.48,0.637,84.58,61.88,33.23
BATT-007,243,343.38,35.08,517,62.87,0.551,84.51,63.82,31.7
BATT-007,244,344.68,34.33,519,68.15,0.689,84.45,61.9,31.07
BATT-007,245,344.88,35.45,521,51.25,0.625,84.39,63.17,30.99
BATT-007,246,344.8,37.05,523,66.76,0.487,84.33,66.08,32.74
BATT-007,247,344.85,33.68,525,73.52,0.581,84.26,63.98,32.54
BATT-007,248,345.22,38.49,527,70.57,0.576,84.19,64.38,34.47
BATT-007,249,344.09,33.75,530,68.75,0.572,84.13,62.7,31.73
BATT-007,250,344.49,35.1,532,70.86,0.63,84.06,62.65,31.68
BATT-007,251,344.17,37.92,534,73.58,0.64,84.0,64.78,34.27
BATT-007,252,345.42,36.97,537,75.51,0.631,83.93,63.83,33.56
BATT-007,253,346.03,36.54,539,69.64,0.617,83.86,65.4,32.27
BATT-007,254,343.38,34.18,541,65.06,0.596,83.8,64.48,29.69
BATT-007,255,342.68,33.78,543,53.08,0.417,83.74,68.01,30.79
BATT-007,256,344.74,33.36,545,72.83,0.652,83.67,64.11,30.4
BATT-007,257,345.12,35.75,547,70.05,0.629,83.61,65.09,32.02
BATT-007,258,345.81,33.4,549,67.88,0.511,83.54,64.02,31.18
BATT-007,259,344.81,37.62,551,62.83,0.612,83.48,66.06,34.33
BATT-007,260,345.31,34.66,553,72.75,0.641,83.42,65.58,29.55
BATT-007,261,345.5,32.41,555,65.42,0.683,83.36,64.28,30.15
BATT-007,262,345.32,35.67,558,66.75,0.63,83.29,65.05,32.24
BATT-007,263,344.83,35.82,560,66.62,0.615,83.22,66.86,32.64
BATT-007,264,343.08,33.74,562,69.66,0.665,83.16,66.85,27.97
BATT-007,265,344.08,32.46,564,60.07,0.565,83.1,64.29,29.23
BATT-007,266,344.3,34.71,566,70.34,0.622,83.03,65.36,31.43
BATT-007,267,343.96,36.58,568,62.63,0.54,82.98,67.75,33.85
BATT-007,268,343.99,38.41,570,62.85,0.678,82.91,65.88,34.64
BATT-007,269,345.25,35.21,573,72.27,0.461,82.84,66.36,31.18
BATT-007,270,343.36,34.42,575,60.99,0.655,82.77,67.32,31.54
BATT-007,271,344.59,35.29,577,72.26,0.591,82.71,65.08,30.53
BATT-007,272,344.18,36.77,579,67.57,0.667,82.64,65.6,32.73
BATT-007,273,343.21,38.69,581,57.07,0.527,82.57,66.33,34.07
BATT-007,274,343.02,37.1,583,75.15,0.597,82.51,67.98,33.66
BATT-007,275,342.49,35.74,585,68.82,0.594,82.44,67.91,31.74
BATT-007,276,344.22,34.07,587,69.32,0.624,82.37,67.74,30.52
BATT-007,277,343.76,37.02,589,73.0,0.506,82.31,66.99,31.79
BATT-007,278,343.12,37.74,591,75.96,0.64,82.24,68.38,33.86
BATT-007,279,342.26,34.96,593,68.17,0.442,82.18,67.21,31.19
BATT-007,280,344.09,32.38,595,70.66,0.536,82.11,68.06,29.07
BATT-007,281,343.58,34.51,598,69.19,0.464,82.05,68.51,31.26
BATT-007,282,343.12,35.39,600,64.9,0.656,81.99,69.41,31.39
BATT-007,283,342.9,33.67,602,57.46,0.622,81.92,67.77,29.09
BATT-007,284,343.46,35.26,604,68.25,0.626,81.86,67.58,32.18
BATT-007,285,344.0,36.49,606,75.23,0.707,81.79,69.36,32.6
BATT-007,286,343.34,38.59,608,70.46,0.564,81.73,69.55,34.64
BATT-007,287,342.63,33.99,611,60.56,0.638,81.67,67.74,29.87
BATT-007,288,343.51,35.04,613,73.55,0.595,81.6,67.3,32.98
BATT-007,289,344.38,36.19,616,65.1,0.583,81.54,69.74,33.35
BATT-007,290,343.55,35.09,618,54.41,0.694,81.48,66.98,32.7
BATT-007,291,343.55,34.22,620,73.07,0.756,81.41,67.05,30.42
BATT-007,292,343.21,33.22,622,61.29,0.555,81.35,68.59,30.36
BATT-007,293,342.74,35.39,624,77.64,0.656,81.28,68.99,32.12
BATT-007,294,342.69,34.7,627,73.85,0.615,81.22,67.94,32.13
